order_id,order_placed_at,store_id,store_lat,store_lon,delivery_zone,city,city_tier,customer_lat,customer_lon,distance_km,road_type,traffic_index,rainfall_mm,weather_condition,hour,weekday,peak_hour_flag,weekend_flag,festival_day_flag,item_count,order_amount,order_weight_kg,membership_type,demand_level,vehicle_type,rider_experience_months,current_rider_load,rider_rating,previous_acceptance_rate,rider_earnings_today,current_incentive,delivery_charge,delivery_time_minutes,rider_accepted,historical_delivery_cost,historical_travel_time,promo_code_applied,data_source
ZPO0000065,2026-06-20 00:32:00,DS0049,19.152033,72.838243,MUM-Z10,Mumbai,1,19.110304,72.840639,4.647,arterial,0.6691,8.3,moderate rain,0,5,0,1,0,3,88.78,2.87,none,low,scooter,2.5,2,4.42,0.362,605.91,62.8,90.13,44.74,0,50.78,26.192,,zepto_ops_export_v2
ZPO0036017,2026-03-25 07:23:00,DS0004,13.137892,80.313144,CHE-Z04,Chennai,1,13.160821,80.280256,4.38,highway,0.396,0.0,clear,7,2,0,0,0,1,35.0,0.537,none,low,scooter,,3,4.37,0.568,540.19,64.46,59.74,24.03,0,54.484,26.246,,zepto_ops_export_v2
ZPO0036864,2026-02-10 13:12:00,DS0006,13.083895,80.242972,CHE-Z06,Chennai,1,13.087888,80.216434,2.908,arterial,0.6094,0.0,clear,13,1,1,0,0,1,36.16,0.476,none,medium,bike,37.5,3,4.89,0.794,683.42,65.11,68.11,25.74,1,73.033,35.986,,zepto_ops_export_v2
ZPO0060439,2026-06-20 13:31:00,DS0046,19.012064,72.903276,MUM-Z07,Mumbai,1,19.00201,72.892151,1.618,arterial,0.8095,0.0,clear,13,5,1,1,0,4,100.53,1.856,pass_plus,high,bike,9.1,3,4.47,0.739,893.96,48.24,47.12,24.87,1,49.305,24.997,,zepto_ops_export_v2
ZPO0036447,02/17/2026 19:22,DS0007,13.066524,80.254772,CHE-Z07,MAA,1,13.033233,80.288727,5.218,narrow_lane,0.7367,0.0,clear,19,1,1,No,0,3,35.0,3.625,none,medium,Bke,10.9,3,4.22,0.915,558.23,78.49,94.38,56.23,1,54.653,26.254,,zepto_ops_export_v2
ZPO0002171,2026-04-19 22:10:00,DS0037,17.377649,78.567744,HYD-Z09,Hyderabad,1,17.34826,78.569121,3.271,residential,0.4281,0.0,clr,22,6,0,1,0,1,35.0,0.15,none,low,bike,12.4,0,4.37,0.653,2316.98,51.34,62.69,22.73,0,66.998,33.395,,zepto_ops_export_v2
ZPO0049419,03/10/2026 20:11,DS0047,19.065715,72.902957,MUM-Z08,mumbai ,1,19.059318,72.878398,2.677,residential,0.7922,0.0,clear,20,1,1,0,0,2,54.68,0.984,none,medium,bike,28.8,0,4.52,0.691,1183.39,42.64,74.98,26.79,1,55.633,28.795,,zepto_ops_export_v2
ZPO0033694,2026-01-09 10:12:00,DS0045,19.068656,72.88234,MUM-Z06,Mumbai,1,19.052215,72.890941,2.039,arterial,0.397,0.0,clear,10,4,0,0,0,6,191.83,4.343,None,high,bike,1.4,1,,0.755,697.67,37.7,52.43,23.5,1,56.964,26.677,,zepto_ops_export_v2
ZPO0008798,2026-05-26 19:55:00,DS0049,19.152033,72.838243,MUM-Z10,mumbai,1,19.14714,72.857011,2.045,arterial,0.7293,0.0,clear,19,1,1,0,0,6,162.33,3.007,none,low,ev_bike,5.5,2,4.36,0.607,1071.91,39.79,41.46,27.86,1,53.538,25.803,,zepto_ops_export_v2
ZPO0062692,2026-02-05 13:41:00,DS0034,17.420472,78.47479,HYD-Z06,Hyderabad,1,17.407653,78.476648,1.439,residential,0.7192,0.0,clear,13,3,1,0,0,3,116.85,0.807,pass,high,bike,15.6,0,4.67,0.707,253.83,37.61,51.09,18.88,1,52.817,24.355,,zepto_ops_export_v2
ZPO0065115,2026-02-13 16:32:00,DS0046,19.012064,72.903276,MUM-Z07,Mumbai,1,19.028949,72.901588,1.886,residential,0.4426,0.0,Clear,16,4,FALSE,0,0,2,46.77,0.609,none,low,scooter,23.7,0,4.06,0.621,2631.54,35.47,49.96,16.78,0,53.174,27.654,,zepto_ops_export_v2
ZPO0077937,2026-03-04 15:08:00,DS0051,19.020807,72.870459,MUM-Z12,Mumbai,1,19.00078,72.878378,2.377,arterial,0.3011,0.0,clear,15,2,0,0,0,5,160.27,0.382,pass_plus,low,bike,19.0,3,4.29,0.601,1178.28,29.88,34.98,27.19,1,28.899,14.597,,zepto_ops_export_v2
ZPO0026596,2026-02-16 12:10:00,DS0038,17.362706,78.397761,HYD-Z10,Hyderabad,1,17.329229,78.440986,5.908,narrow_lane,0.5736,0.0,clear,12,0,1,0,0,1,45.25,0.188,pass,high,scooter,5.2,1,4.14,0.597,1322.55,78.01,90.26,49.15,0,42.341,19.704,,zepto_ops_export_v2
ZPO0004064,2026-04-11 13:42:00,DS0048,19.037544,72.814437,MUM-Z09,Mumbai,1,18.994481,72.817149,4.797,arterial,0.7495,7.14,moderate_rain,13,5,1,1,0,6,367.48,1.117,none,high,bicycle,12.6,0,4.91,0.862,352.0,105.59,78.75,77.43,0,70.918,35.204,,zepto_ops_export_v2
ZPO0007278,2026-02-24 07:03:00,DS0042,19.036485,72.873597,MUM-Z03,Mumbai,1,19.058422,72.861073,2.772,arterial,0.353,0.0,clear,7,1,0,0,0,3,136.99,1.045,pass,low,scooter,32.5,1,4.22,0.874,979.1,45.58,59.65,22.12,1,58.361,27.997,,zepto_ops_export_v2
ZPO0025289,2026-04-04 13:47:00,DS0007,13.066524,80.254772,CHE-Z07,Chennai,1,13.078086,80.240194,2.036,narrow_lane,0.9415,0.0,clear,13,5,1,1,0,12,648.13,2.648,none,high,scooter,20.1,1,4.61,0.919,425.43,48.99,45.3,29.27,1,63.646,28.827,,zepto_ops_export_v2
ZPO0054773,2026-02-09 10:31:00,DS0066,11.047289,76.886044,COI-Z03,Coimbatore,2,11.050555,76.945888,6.541,arterial,0.3092,3.62,light_rain,10,0,0,0,0,2,35.0,1068.0,none,low,bike,,3,4.04,0.643,2002.04,89.86,94.16,36.83,0,57.703,28.688,,zepto_ops_export_v2
ZPO0000740,2026-01-19 08:04:00,DS0038,17.362706,78.397761,HYD-Z10,Secunderabad ,1,17.358509,78.369125,3.075,residential,0.7422,2.2,light_rain,8,0,1,0,0,8,118.95,3.572,none,low,ev_bike,,0,5.0,0.632,551.15,55.98,67.33,32.32,0,56.234,25.193,,zepto_ops_export_v2
ZPO0002141,2026-03-10 16:54:00,DS0069,11.047512,76.985832,COI-Z06,Coimbatore,2,11.058893,76.976911,1.597,residential,0.3124,0.0,clear,16,1,0,0,0,3,145.03,0.925,none,low,ev_bike,26.4,1,4.0,0.556,758.06,28.02,38.34,16.52,1,51.933,28.048,,zepto_ops_export_v2
ZPO0064786,2026-04-30 13:51:00,DS0013,13.001202,80.271869,CHE-Z13,Chennai,1,13.027372,80.25579,3.392,narrow_lane,0.6308,0.0,clr,13,3,1,0,0,8,496.28,1.205, pass_plus,high,bike,13.0,1,4.56,0.774,2011.86,66.87,39.6,34.73,0,65.022,31.333,,zepto_ops_export_v2
ZPO0001849,2026-04-27 22:03:00,DS0036,17.351618,78.544213,HYD-Z08,Hyderabad,1,17.320912,78.528277,3.81,narrow_lane,0.5408,0.0,clear,22,0,0,0,N,4,98.7,2.484,none,low,bike,28.5,3,4.11,0.625,358.22,40.66,61.02,36.38,1,26.594,12.664,,zepto_ops_export_v2
ZPO0037516,2026-02-04 19:27:00,DS0041,19.073551,72.808853,MUM-Z02,Mumbai,1,19.090864,72.791222,2.672,arterial,0.862,0.0,clear,19,2,1,0,0,3,53.32,0.15,no,medium,scooter,19.3,3,4.34,0.774,3616.27,59.62,67.17,34.95,0,56.874,28.302,,zepto_ops_export_v2
ZPO0049433,2026-03-08 18:14:00,DS0013,13.001202,80.271869,CHE-Z13,Madras,1,13.011632,80.302526,3.518,arterial,0.5126,0.0,clear,18,6,0,1,0,9,281.19,12.482,pass,medium,ev_bike,20.1,3,4.43,0.706,493.53,INR 58.33,82.81,31.84,1,33.832,16.174,,zepto_ops_export_v2
ZPO0052948,2026-03-02 08:21:00,DS0085,12.32021,76.658884,MYS-Z03,Mysuru,3,12.328004,76.664336,1.05,arterial,0.6254,0.0,clear,8,0,1,0,0,1,35.0,0.396,pass,medium,scooter,43.0,3,4.54,0.914,173.31,33.78,38.31,15.82,1,102.762,48.642,,zepto_ops_export_v2
ZPO0044815,2026-05-21 12:31:00,DS0014,13.102544,80.255519,CHE-Z14,Chennai,1,13.093939,80.252317,1.018,arterial,0.5449,0.0,clear,12,3,1,No,0,5,129.68,3.335,pass,medium,bike,-999.0,3,4.23,0.946,510.0,37.87,50.37,19.15,1,51.046,25.904,,zepto_ops_export_v2
ZPO0017062,2026-01-12 21:02:00,DS0009,12.989196,80.282597,CHE-Z09,Chennai,1,13.013745,80.27565,2.832,narrow_lane,0.7521,0.0,clear,21,0,1,0,0,4,146.64,1.268,none,low,scooter,8.9,0,4.79,0.545,1669.4,61.41,58.96,32.95,0,58.646,28.493,,zepto_ops_export_v2
ZPO0062816,2026-05-17 22:57:00,DS0016,13.034659,77.602591,BEN-Z02,Bengaluru,1,13.028357,77.593292,1.227,residential,0.476,0.0,CLEAR,22,6,0,1,0,1,35.0,0.643,pass,medium,bike,9.1,3,4.96,0.85,420.95,INR 26.07,49.45,17.16,1,53.703,26.292,,zepto_ops_export_v2
ZPO0014300,2026-06-21 11:23:00,DS0051,19.020807,72.870459,MUM-Z12,Mumbai,1,19.029834,72.856388,1.788,arterial,0.4156,0.0,clear,11,6,0,1,0,5,103.24,1.451,pass,low,scooter,8.9,0,4.25,0.639,606.22,25.44,51.21,17.25,0,61.607,28.719,,zepto_ops_export_v2
ZPO0026085,2026-03-31 18:34:00,DS0073,9.875458,78.128042,MAD-Z02,Madurai,3,9.895246,78.116197,2.554,arterial,,0.0,clear,18,1,0,0,1,5,387.29,7.172,pass,high,scooter,33.3,1,4.34,0.537,1431.59,52.22,30.64,17.56,0,51.303,23.933,,zepto_ops_export_v2
ZPO0024918,2026-06-26 20:59:00,DS0001,13.09369,80.301218,CHE-Z01,Chennai,1,13.109462,80.311816,2.096,residential,0.7131,3.04,light_rain,20,4,1,0,0,10,₹142.16,2.596,none,medium,BIKE ,28.9,3,4.64,0.571,1083.45,51.39,56.74,29.7,1,65.361,33.314,,zepto_ops_export_v2
ZPO0038847,2026-01-06 21:21:00,DS0078,10.773466,78.733858,TRI-Z01,Trichy,3,10.780856,78.741751,1.191,arterial,0.5544,0.0,clear,21,1,1,0,0,3,35.0,1.584,none,high,bike,6.8,0,3.84,0.571,1073.09,39.97,43.33,12.36,1,76.995,38.431,,zepto_ops_export_v2
ZPO0017761,2026-01-18 13:35:00,DS0045,19.068656,72.88234,MUM-Z06,Mumbai,1,19.079354,72.860649,2.571,arterial,0.8244,0.0,clear,13,6,1,1,0,3,143.32,1.654,none,Medium,scooter,15.9,3,4.59,0.876,1089.03,59.19,68.9,32.08,1,49.681,22.627,,zepto_ops_export_v2
ZPO0027605,2026-02-18 15:05:00,DS0055,28.562492,77.247599,DEL-Z04,Delhi NCR,1,28.572967,77.224981,2.497,arterial,0.3662,0.0,clear,15,2,0,0,0,2,60.49,1.187,pass,low,bike,11.2,1,3.92,0.824,1391.55,27.98,50.63,16.65,0,63.864,28.935,,zepto_ops_export_v2
ZPO0071184,2026-03-25 20:17:00,DS0008,13.050043,80.200144,CHE-Z08,Chennai,1,13.064146,80.20194,1.58,residential,0.5556,0.0,clear,20,2,1,0,0,5,117.53,2.918,none,high,scooter,6.8,0,4.47,0.724,388.96,43.98,62.45,16.86,1,51.688,25.255,,zepto_ops_export_v2
ZPO0001521,2026-04-16 20:59:00,DS0017,12.999763,77.568869,BEN-Z03,Bengaluru,1,13.029273,77.563402,3.334,narrow_lane,0.6486,1.46,light_rain,20,3,1,0,0,10,208.48,4.4,pass,medium,scooter,6.2,0,4.34,0.799,181.52,61.49,50.06,37.11,0,22.092,12.11,,zepto_ops_export_v2
ZPO0076207,2026-05-12 13:46:00,DS0034,17.420472,78.47479,HYD-Z06,Hyderabad,1,17.415966,78.507966,3.555,residential,0.7081,0.0,clear,13,1,1,No,0,2,35.0,1.581,no,high,bike,39.8,3,4.42,0.896,308.14,67.33,80.86,32.88,1,62.085,30.251,,zepto_ops_export_v2
ZPO0008589,2026-06-25 14:37:00,DS0039,17.381103,78.458627,HYD-Z11,Hyderabad,1,17.399975,78.468444,2.343,narrow_lane,0.6282,10.21,moderate_rain,14,3,0,0,0,7,316.1,0.831,pass,low,scooter,3.8,1,3.86,0.599,930.56,57.58,36.63,32.99,1,54.609,25.931,,zepto_ops_export_v2
ZPO0048309,13/02/2026 19:57,DS0048,19.037544,72.814437,MUM-Z09,Mumbai,1,19.039361,72.83292,1.953,residential,0.7757,0.0,clear,19,4,1,0,0,2,35.41,1.366,pass_plus,medium,ev_bike,33.8,2,4.29,0.451,2054.83,53.31,40.23,26.37,0,50.771,25.152,,zepto_ops_export_v2
ZPO0043854,2026-03-04 09:11:00,DS0006,13.083895,80.242972,CHE-Z06,Chennai,1,13.069413,80.228846,2.221,arterial,0.6355,0.0,clear,9,2,1,0,0,6,106.54,2.732,none,low,ev_bike,15.7,1,5.0,0.686,340.09,52.18,51.93,20.36,1,56.489,28.476,,zepto_ops_export_v2
ZPO0067830,2026-06-22 07:39:00,DS0062,28.633234,77.222117,DEL-Z11,Delhi NCR,1,28.650199,77.265769,4.659,arterial,0.3172,0.0,clear,7,0,0,0,0,6,308.94,,pass,low,EV-Bike,4.9,3,3.63,0.625,947.57,45.2,44.72,33.82,0,49.424,23.073,,zepto_ops_export_v2
ZPO0011204,11/03/2026 18:03,DS0007,13.066524,80.254772,CHE-Z07,Chennai,1,13.065697,80.223516,3.387,arterial,0.4662,0.0,clr,18,2,0,0,0,2,35.0,0.479,pass_plus,medium,scooter,16.7,3,4.7,0.892,984.76,38.05,49.9,28.83,0,54.228,25.385,,zepto_ops_export_v2
ZPO0071588,2026-02-18 10:32:00,DS0075,9.82467,78.181555,MAD-Z04,Madurai,3,9.818516,78.192179,1.35,residential,0.2447,1.82,light_rain,10,2,0,0,0,8,182.33,3.68,pass,low,bike,10.5,1,4.77,0.812,2346.51,30.83,25.64,14.83,1,95.587,46.293,,zepto_ops_export_v2
ZPO0072934,2026-06-03 19:45:00,DS0057,28.604165,77.10169,DEL-Z06,Delhi NCR,1,28.606877,77.063947,3.697,arterial,0.7176,2.31,light_rain,19,2,1,0,0,2,163.9,0.913,pass,low, scooter,-999.0,3,4.68,0.749,1072.74,62.86,58.97,37.4,0,70.373,35.416,,zepto_ops_export_v2
ZPO0071782,2026-02-05 18:55:00,DS0005,13.057686,80.254649,CHE-Z05,Chennai,1,13.091213,80.253062,3.732,residential,0.3256,0.0,clear,18,3,0,0,0,6,35.0,0.843,pass_plus,low,bike,9.9,3,4.79,0.701,1780.32,35.27,52.81,29.81,0,60.664,31.342,,zepto_ops_export_v2
ZPO0015217,29-Jan-2026 12:57,DS0037,17.377649,78.567744,HYD-Z09,Hyderabad,1,17.389904,78.59355,3.059,narrow_lane,0.7109,0.0,clear,12,3,1,0,0,10,300.1,2310.0,none,high,bike,12.6,3,null,0.851,1867.76,46.47,56.0,42.29,0,66.122,31.853,,zepto_ops_export_v2
ZPO0076724,2026-06-06 20:15:00,DS0028,12.972781,77.610699,BEN-Z14,bengaluru,1,12.947354,77.612881,2.837,arterial,0.7254,0.0,clear,20,5,1,1,0,7,241.31,5.824,none,high,scooter,35.9,1,4.11,0.909,3836.72,53.36,69.89,27.1,0,52.345,24.521,,zepto_ops_export_v2
ZPO0015892,2026-02-25 20:59:00,DS0043,19.116791,72.774727,MUM-Z04,Mumbai,1,19.11344,72.78895,1.54,residential,0.6522,0.0,clear,20,2,1,0,0,5,60.59,1.911,none,medium,scooter,19.4,2,4.38,0.829,1575.95,44.7,58.76,24.46,1,28.402,15.239,,zepto_ops_export_v2
ZPO0007961,29-Mar-2026 13:19,DS0010,13.085855,80.271117,CHE-Z10,Chennai,1,13.085352,80.267562,0.389,residential,0.6741,1.34,light_rain,13,6,1,1,0,5,171.03,0.657,none,HIGH,bicycle,6.9,0,4.82,0.799,1609.23,34.81,49.11,10.52,1,48.301,22.804,,zepto_ops_export_v2
ZPO0046672,2026-04-22 17:02:00,DS0034,17.420472,78.47479,HYD-Z06,Hyderabad,1,17.422264,78.455956,2.008,arterial,34.1%,0.0,clear,17,2,0,0,0,7,225.15,2.483,none,low,ev_bike,12.6,2,4.15,0.807,1093.51,27.46,34.75,25.07,0,8.306,4.021,,zepto_ops_export_v2
ZPO0005150,2026-03-26 14:57:00,DS0028,12.972781,77.610699,BEN-Z14,Bengaluru,1,12.964455,77.594224,2.011,Narrow_Lane,0.411,0.0,clear,14,3,0,0,0,7,₹351.19,3.803,pass_plus,medium,scooter,11.8,3,4.72,0.732,1291.7,23.31,21.91,28.11,0,43.622,20.124,,zepto_ops_export_v2
ZPO0016374,2026-01-09 12:13:00,DS0047,19.065715,72.902957,MUM-Z08,Mumbai,1,19.100943,72.89608,3.983,highway,0.5722,0.0,clear,12,4,1,0,0,5,₹35.00,10.463,pass,medium,bike,3.2,1,4.65,0.591,1150.45,63.31,91.02,28.12,0,43.497,21.712,,zepto_ops_export_v2
ZPO0029677,2026-05-26 08:49:00,DS0031,17.454751,78.45571,HYD-Z03,Hyderabad,1,17.506207,78.439685,5.969,narrow_lane,0.6848,0.0,clear,8,1,1,0,0,1,35.0,0.841,none,medium,scooter,16.9,3,3.96,0.838,1041.19,81.4,94.69,64.21,0,27.803,14.208,,zepto_ops_export_v2
ZPO0047049,2026-05-24 20:01:00,DS0033,17.386907,78.380612,HYD-Z05,Hyderabad,1,17.400873,78.325036,6.098,arterial,84.3%,0.0,clear,20,6,TRUE,1,0,3,35.0,0.525,None,medium,ev_bike,17.7,1,4.36,0.707,2439.93,71.96,103.26,51.71,0,64.053,30.02,,zepto_ops_export_v2
ZPO0058045,2026-01-07 18:01:00,DS0077,9.934766,78.175925,MAD-Z06,Madurai,3,9.962075,78.206796,4.545,residential,0.2884,0.0,clear,18,2,0,0,N,3,71.67,3.908,none,low,bike,5.2,2,4.42,0.738,621.99,68.61,49.62,26.21,1,80.595,40.376,,zepto_ops_export_v2
ZPO0004083,2026-06-26 18:49:00,DS0060,28.636198,77.200089,DEL-Z09,Delhi NCR,1,28.643874,77.198991,0.86,highway,0.391,0.0,clear,18,4,0,0,0,4,140.35,1.971,none,low,bik,12.2,2,4.45,0.936,1399.32,16.8,45.3,12.32,1,72.287,36.561,,zepto_ops_export_v2
ZPO0018443,2026-06-12 22:26:00,DS0004,13.137892,80.313144,CHE-Z04,Chennai,1,13.158229,80.287817,3.555,narrow_lane,0.2785,0.0,clear,22,4,0,0,0,10,252.46,,pass,low,ev_bike,19.1,2,4.29,0.284,813.64,37.59,45.88,32.57,0,51.284,27.016,,zepto_ops_export_v2
ZPO0061092,2026-04-18 18:46:00,DS0051,19.020807,72.870459,MUM-Z12,Mumbai,1,19.036362,72.863695,1.87,residential,0.6926,14.35,moderate_rain,18,5,0,1,0,6,280.34,1.883,pass_plus,low,bike,20.8,1,4.4,0.475,1653.18,54.56,38.43,23.14,1,62.378,29.909,,zepto_ops_export_v2
ZPO0053961,15/06/2026 12:35,DS0027,12.84682,77.573191,BEN-Z13,Bengaluru,1,12.827495,77.585259,2.516,ARTERIAL,0.6242,0.0,clear,12,0,1,0,0,6,146.32,1.602,pass,low,bike,6.8,3,4.67,0.664,2235.29,53.79,55.62,33.07,0,50.899,23.183,,zepto_ops_export_v2
ZPO0039579,2026-05-16 20:49:00,DS0031,17.454751,78.45571,HYD-Z03,Hyderabad,1,17.449213,78.473579,1.993,highway,0.7788,0.0,clear,20,5,1,1,0,3,192.63,1.533,pass_plus,high,bike,11.7,3,4.26,0.653,1390.1,47.56,32.05,20.85,1,62.19,29.255,,zepto_ops_export_v2
ZPO0001993,2026-03-10 20:44:00,DS0017,12.999763,77.568869,BEN-Z03,Bengaluru,1,13.01922,77.552196,2.819,residential,0.7418,0.0,clear,20,1,1,0,0,6,241.56,3.36,none,medium,ev_bike,30.5,3,4.93,0.796,1654.36,49.15,57.26,34.95,0,56.832,26.894,,zepto_ops_export_v2
ZPO0046671,2026-04-18 23:58:00,DS0045,19.068656,72.88234,MUM-Z06,Mumbai,1,19.091597,72.939197,6.497,narrow_lane,0.4452,0.0,clear,23,5,0,1,0,5,82.31,3.209,none,low,scootr,3.0,3,4.6,0.853,1804.42,83.64,87.52,70.75,0,58.621,27.839,,zepto_ops_export_v2
ZPO0018644,18/04/2026 12:56,DS0018,13.000426,77.566828,BEN-Z04,Bengaluru,1,13.014627,77.563665,1.616,arterial,0.8509,0.0,clear,12,5,1,1,0,10,137.98,0.795,pass_plus,medium,BIKE ,24.9,3,4.04,0.836,630.0,46.63,38.33,26.55,1,52.484,24.462,,zepto_ops_export_v2
ZPO0018431,2026-02-25 12:08:00,DS0051,19.020807,72.870459,MUM-Z12,Bombay ,1,19.033064,72.855791,2.058,arterial,0.6215,0.0,clear,12,2,1,0,0,9,118.98,1.705,none,high,bike,33.1,3,4.65,0.7,2221.62,44.49,65.49,26.02,1,33.103,15.587,,zepto_ops_export_v2
ZPO0000504,2026-01-14 14:12:00,DS0032,17.336723,78.506211,HYD-Z04,Hyderabad,1,17.299382,78.5064,4.152,arterial,0.3148,0.0,clear,14,2,0,0,1,3,133.24,2.993,none,medium,BIKE ,34.7,3,4.23,0.66,1623.3,59.39,85.27,28.59,0,45.032,20.799,,zepto_ops_export_v2
ZPO0076162,2026-03-07 22:17:00,DS0073,9.875458,78.128042,MAD-Z02,Madurai,3,9.866376,78.119462,1.38,residential,0.3024,0.0,clear,22,5,0,1,0,2,126.24,0.152,pass,medium,ev_bike,17.9,0,4.59,0.894,2074.31,24.28,33.99,12.43,0,59.254,29.742,,zepto_ops_export_v2
ZPO0073472,2026-06-02 12:41:00,DS0028,12.972781,77.610699,BEN-Z14,Bengaluru,1,12.972507,77.596002,1.593,narrow_lane,0.5905,0.0,clear,12,1,1,0,0,2,35.0,0.537,pass,high,ev_bike,,0,4.32,0.624,1349.18,40.69,49.27,20.48,1,33.811,15.703,,zepto_ops_export_v2
ZPO0030127,2026-03-17 21:44:00,DS0018,13.000426,77.566828,BEN-Z04,Bengaluru,1,12.98624,77.582426,2.312,residential,0.6705,,light_rain,21,1,1,0,0,7,349.94,5.795,none,high,bike,5.1,3,4.85,0.908,1573.75,65.05,50.63,37.08,1,59.528,27.598,,zepto_ops_export_v2
ZPO0068817,24/03/2026 17:26,DS0025,13.005784,77.598458,BEN-Z11,Bengaluru,1,13.013077,77.588685,1.334,arterial,0.2648,0.0,clear,17,1,0,0,0,4,41.84,5.517,none,low,bike,39.7,0,?,0.574,1666.85,22.56,45.22,11.39,0,60.785,30.62,,zepto_ops_export_v2
ZPO0041000,2026-02-06 22:37:00,DS0062,28.633234,77.222117,DEL-Z11,Delhi NCR,1,28.620724,77.263029,4.228,arterial,0.397,0.0,clear,22,4,0,0,0,5,119.92,6.187,pass_plus,low,scooter,17.9,2,4.3,0.712,576.63,INR 60.59,62.19,29.49,0,55.654,26.518,,zepto_ops_export_v2
ZPO0051461,2026-06-26 19:05:00,DS0025,13.005784,77.598458,BEN-Z11,Bengaluru,1,13.036497,77.580038,3.955,highway,0.7721,0.0,clear,19,4,1,0,0,5,227.87,3.19,none,medium,scooter,8.7,0,3.95,0.741,393.43,64.56,71.45,29.09,1,59.166,29.404,,zepto_ops_export_v2
ZPO0029491,2026-04-10 20:35:00,DS0042,19.036485,72.873597,MUM-Z03,Mumbai,1,19.052113,72.880288,1.875,highway,0.6676,7.32,mod_rain,20,4,1,0,0,5,301.66,4.25,none,low,bik,23.6,1,4.79,0.634,233.94,57.78,47.2,16.96,1,57.331,27.081,,zepto_ops_export_v2
ZPO0031394,2026-04-22 13:13:00,DS0037,17.377649,78.567744,HYD-Z09,Hyderabad,1,17.396123,78.562846,2.119,Residential ,0.6957,0.0,clear,13,2,1,0,0,4,163.43,2.009,none,medium,bike,19.9,1,4.39,0.743,1538.68,46.84,42.76,21.06,1,58.257,27.469,,zepto_ops_export_v2
ZPO0065438,2026-04-14 17:15:00,DS0037,17.377649,78.567744,HYD-Z09,Hyderabad,1,17.356221,78.565553,2.394,highway,0.3632,0.0,clear,17,1,0,0,1,10,300.11,3.889,none,h,scooter,4.4,1,4.4,0.836,1805.78,46.51,52.3,19.95,0,69.092,34.977,,zepto_ops_export_v2
ZPO0065991,2026-03-18 07:55:00,DS0004,13.137892,80.313144,CHE-Z04,Chennai,1,13.158633,80.288454,3.531,Residential ,0.4312,10.3,moderate_rain,7,2,0,0,0,4,175.63,0.281,none,low,scooter,13.5,1,4.6,0.913,935.99,61.68,63.4,29.38,0,62.304,29.269,,zepto_ops_export_v2
ZPO0012805,2026-05-31 13:00:00,DS0040,19.017886,72.806471,MUM-Z01,Mumbai,1,18.997877,72.804114,2.239,arterial,0.6808,0.0,clear,13,6,1,1,0,7,99.82,3624.0,none,high,ev_bike,9.8,1,4.04,0.564,1759.43,57.61,65.03,23.19,0,24.816,11.822,,zepto_ops_export_v2
ZPO0010916,2026-03-11 18:23:00,DS0082,10.778072,78.711051,TRI-Z05,Trichy,3,10.783738,78.720681,1.226,arterial,0.2443,0.0,clear,18,2,0,0,N,5,191.15,1.025,pass_plus,low,bike,7.8,1,4.42,0.83,407.83,24.05,22.85,12.8,1,101.529,47.939,,zepto_ops_export_v2
ZPO0017398,2026-02-20 10:43:00,DS0068,11.094216,76.860558,COI-Z05,Coimbatore,2,11.109635,76.867038,1.855,residential,0.3203,0.0,clear,10,4,0,0,0,5,36.87,0.452,none,low,bike,6.4,0,4.78,0.643,2966.32,28.96,38.41,15.93,0,76.103,39.129,,zepto_ops_export_v2
ZPO0045134,2026-04-11 16:02:00,DS0009,12.989196,80.282597,CHE-Z09,Chennai,1,12.986738,80.288181,0.664,arterial,0.4921,0.0,clear,16,5,0,1,0,2,58.76,0.15,none,low,bike,26.6,1,3.89,0.659,566.41,17.98,53.32,14.58,1,51.1,23.906,,zepto_ops_export_v2
ZPO0034979,2026-04-06 11:58:00,DS0016,13.034659,77.602591,BEN-Z02,Bengaluru,1,13.043271,77.614856,1.638,residential,0.3578,0.0,clear,11,0,0,0,0,5,139.53,5.707,none,medium,bike,6.5,2,4.59,0.784,1511.94,31.22,53.43,23.24,1,65.646,31.983,,zepto_ops_export_v2
ZPO0012557,2026-03-30 21:42:00,DS0008,13.050043,80.200144,CHE-Z08,Chennai,1,13.062104,80.203296,13.84,arterial,0.6351,0.36,light_rain,21,0,1,0,1,6,58.27,2.578,none,high,bike,12.2,2,4.17,0.748,2391.68,60.6,71.82,19.4,1,22.15,11.6,,zepto_ops_export_v2
ZPO0035380,2026-06-08 10:22:00,DS0007,13.066524,80.254772,CHE-Z07,Chennai,1,13.071608,80.239688,1.729,arterial,0.4725,0.0,clear,10,0,0,0,0,2,93.74,0.15,pass,low,ev_bike,22.1,2,4.08,0.738,1179.96,25.17,47.75,19.32,0,55.095,25.933,,zepto_ops_export_v2
ZPO0055753,2026-04-20 10:18:00,DS0016,13.034659,77.602591,BEN-Z02,Bengaluru,1,12.990693,77.634006,5.957,narrow_lane,0.3444,0.0,clear,10,0,0,0,0,6,91.91,0.337,pass_plus,low,bike,19.7,2,4.68,0.675,870.07,74.06,61.77,51.05,1,62.562,30.024,,zepto_ops_export_v2
ZPO0050156,2026-04-01 18:34:00,DS0045,19.068656,72.88234,MUM-Z06,Mumbai,1,19.087724,72.867178,2.652,arterial,0.3127,0.0,clear,18,2,0,0,0,5,93.87,1.123,none,low,bike,14.8,2,4.62,0.818,960.78,43.8,52.99,25.22,1,29.291,14.003,,zepto_ops_export_v2
